County,County_code,Year,Zip,num_tests,under_5_mcg_dL,5_10_mcg_dL,10_15_mcg_dL,over_15_mcg_dL,total_elevated,percent_elevated,rate_per_1000,zip_location,county_location
St. Lawrence,89,2006,13648,6,NA,NA,0,0,0,0,0,"(44.20218, -75.29706)","(44.488113, -75.074311)"
St. Lawrence,89,2019,13654,19,NA,NA,0,0,0,0,0,"(44.5821, -75.44016)","(44.488113, -75.074311)"
Essex,31,2015,12946,28,NA,NA,0,0,0,0,0,"(44.281966, -73.988816)","(44.108971, -73.777573)"
Essex,31,2015,12996,12,12,0,0,0,0,0,0,"(44.37414, -73.4172)","(44.108971, -73.777573)"
Warren,113,2014,12885,43,NA,NA,NA,NA,NA,NA,NA,"(43.500656, -73.787701)","(43.555105, -73.838139)"
Clinton,19,2019,12992,52,52,0,0,0,0,0,0,"(44.78096, -73.505322)","(44.75271, -73.705648)"
Jefferson,45,2006,13685,6,6,0,0,0,0,0,0,"(43.943471, -76.111664)","(44.0607, -75.9928)"
St. Lawrence,89,2005,13669,168,112,54,NA,NA,NA,NA,NA,"(44.66628, -75.49944)","(44.488113, -75.074311)"
St. Lawrence,89,2010,13662,177,NA,NA,NA,NA,NA,NA,NA,"(44.91816, -74.93598)","(44.488113, -75.074311)"
St. Lawrence,89,2000,13617,16,NA,NA,0,0,0,0,0,"(44.58378, -75.14382)","(44.488113, -75.074311)"
St. Lawrence,89,2020,13669,117,NA,NA,NA,NA,NA,NA,NA,"(44.66628, -75.49944)","(44.488113, -75.074311)"
Clinton,19,2012,12901,77,NA,NA,NA,NA,NA,NA,NA,"(44.72796, -73.4631)","(44.75271, -73.705648)"
Clinton,19,2018,12903,8,8,0,0,0,0,0,0,"(44.707491, -73.475457)","(44.75271, -73.705648)"
Warren,113,2009,12804,211,202,9,0,0,0,0,0,"(43.37136, -73.6761)","(43.555105, -73.838139)"
Franklin,33,2004,13655,24,18,6,0,0,0,0,0,"(44.982946, -74.655861)","(44.594374, -74.31067)"
Jefferson,45,2020,13634,33,NA,NA,0,0,0,0,0,"(44.00616, -76.07107)","(44.0607, -75.9928)"
Essex,31,2009,12997,6,6,0,0,0,0,0,0,"(44.388992, -73.8437)","(44.108971, -73.777573)"
Clinton,19,2019,12944,20,20,0,0,0,0,0,0,"(44.493052, -73.480994)","(44.75271, -73.705648)"
Jefferson,45,2003,13608,9,NA,NA,0,0,0,0,0,"(44.198498, -75.607636)","(44.0607, -75.9928)"
Jefferson,45,2016,13650,9,NA,NA,0,0,0,0,0,"(43.849649, -76.228306)","(44.0607, -75.9928)"
St. Lawrence,89,2017,12965,6,NA,NA,0,0,0,0,0,"(44.705556, -74.715278)","(44.488113, -75.074311)"
Herkimer,43,2016,13502,17,17,0,0,0,0,0,0,"(43.12746, -75.21426)","(43.1631, -74.8741)"
Herkimer,43,2018,13491,24,NA,NA,0,0,0,0,0,"(42.881365, -75.189026)","(43.1631, -74.8741)"
Warren,113,2004,12815,6,NA,NA,0,0,0,0,0,"(43.67155, -73.76924)","(43.555105, -73.838139)"
Warren,113,2017,12845,22,22,0,0,0,0,0,0,"(43.41696, -73.6848)","(43.555105, -73.838139)"
St. Lawrence,89,2015,13697,23,23,0,0,0,0,0,0,"(44.745875, -74.805347)","(44.488113, -75.074311)"
Clinton,19,2004,12979,20,NA,NA,0,0,0,0,0,"(44.990534, -73.367171)","(44.75271, -73.705648)"
Clinton,19,2014,12918,20,20,0,0,0,0,0,0,"(44.672587, -73.664389)","(44.75271, -73.705648)"
Franklin,33,2004,12926,12,NA,NA,0,0,0,0,0,"(44.94762, -74.3373)","(44.594374, -74.31067)"
Jefferson,45,2002,13603,7,NA,NA,NA,NA,NA,NA,NA,"(44.04216, -75.79152)","(44.0607, -75.9928)"
Essex,31,2020,12996,25,25,0,0,0,0,0,0,"(44.37414, -73.4172)","(44.108971, -73.777573)"
Warren,113,2015,12817,19,19,0,0,0,0,0,0,"(43.63599, -73.803616)","(43.555105, -73.838139)"
Essex,31,2019,12870,17,17,0,0,0,0,0,0,"(43.8396, -73.76022)","(44.108971, -73.777573)"
Herkimer,43,2006,13331,9,NA,NA,0,0,0,0,0,"(43.841882, -74.878424)","(43.1631, -74.8741)"
Franklin,33,2015,12980,9,9,0,0,0,0,0,0,"(44.656564, -74.564467)","(44.594374, -74.31067)"
Clinton,19,2000,12918,25,NA,NA,0,0,0,0,0,"(44.672587, -73.664389)","(44.75271, -73.705648)"
Franklin,33,2019,12926,19,19,0,0,0,0,0,0,"(44.94762, -74.3373)","(44.594374, -74.31067)"
Jefferson,45,2018,13679,12,NA,NA,0,0,0,0,0,"(44.304223, -75.80961)","(44.0607, -75.9928)"
Warren,113,2005,12845,32,NA,NA,0,0,0,0,0,"(43.41696, -73.6848)","(43.555105, -73.838139)"
Franklin,33,2017,12983,53,NA,NA,NA,NA,NA,NA,NA,"(44.31672, -74.13354)","(44.594374, -74.31067)"
Clinton,19,2003,12934,11,11,0,0,0,0,0,0,"(44.829883, -73.859154)","(44.75271, -73.705648)"
Lewis,49,2020,13325,13,12,0,NA,NA,NA,NA,NA,"(43.577189, -75.564678)","(43.786397, -75.442617)"
Herkimer,43,2011,13502,23,NA,NA,0,0,0,0,0,"(43.12746, -75.21426)","(43.1631, -74.8741)"
Clinton,19,2012,12910,8,8,0,0,0,0,0,0,"(44.882237, -73.662504)","(44.75271, -73.705648)"
Lewis,49,2014,13626,16,NA,NA,0,0,0,0,0,"(43.895883, -75.707121)","(43.786397, -75.442617)"
Herkimer,43,2016,13431,17,NA,NA,0,0,0,0,0,"(43.2051, -75.0726)","(43.1631, -74.8741)"
Warren,113,2013,12815,14,14,0,0,0,0,0,0,"(43.67155, -73.76924)","(43.555105, -73.838139)"
Franklin,33,2015,12916,31,NA,NA,0,0,0,0,0,"(44.827852, -74.530013)","(44.594374, -74.31067)"
Lewis,49,2011,13433,12,12,0,0,0,0,0,0,"(43.588855, -75.279411)","(43.786397, -75.442617)"
Essex,31,2000,12944,22,16,6,0,0,0,0,0,"(44.493052, -73.480994)","(44.108971, -73.777573)"
Herkimer,43,2005,13340,52,39,12,NA,NA,NA,NA,NA,"(43.040165, -75.082322)","(43.1631, -74.8741)"
Herkimer,43,2006,13502,18,NA,NA,0,0,0,0,0,"(43.12746, -75.21426)","(43.1631, -74.8741)"
Essex,31,2019,12960,6,6,0,0,0,0,0,0,"(44.037103, -73.516791)","(44.108971, -73.777573)"
Herkimer,43,2005,13324,19,NA,NA,0,0,0,0,0,"(43.32077, -74.963299)","(43.1631, -74.8741)"
Lewis,49,2009,13325,6,6,0,0,0,0,0,0,"(43.577189, -75.564678)","(43.786397, -75.442617)"
St. Lawrence,89,2016,13652,11,11,0,0,0,0,0,0,"(44.472545, -75.234487)","(44.488113, -75.074311)"
St. Lawrence,89,2005,13635,6,NA,NA,0,0,0,0,0,"(44.30802, -75.25608)","(44.488113, -75.074311)"
Franklin,33,2014,12937,13,NA,NA,0,0,0,0,0,"(44.956408, -74.489215)","(44.594374, -74.31067)"
St. Lawrence,89,2016,13684,8,NA,NA,NA,NA,NA,NA,NA,"(44.37588, -75.06918)","(44.488113, -75.074311)"
Jefferson,45,2002,13656,31,21,9,NA,NA,NA,NA,NA,"(44.19102, -75.95556)","(44.0607, -75.9928)"
Franklin,33,2007,12983,22,16,6,0,0,0,0,0,"(44.31672, -74.13354)","(44.594374, -74.31067)"
Jefferson,45,2011,13634,34,34,0,0,0,0,0,0,"(44.00616, -76.07107)","(44.0607, -75.9928)"
Jefferson,45,2002,13659,6,NA,NA,0,0,0,0,0,"(43.791138, -75.824986)","(44.0607, -75.9928)"
Jefferson,45,2002,13606,16,NA,NA,0,0,0,0,0,"(43.858497, -76.009224)","(44.0607, -75.9928)"
Warren,113,2004,12845,25,NA,NA,0,0,0,0,0,"(43.41696, -73.6848)","(43.555105, -73.838139)"
Jefferson,45,2002,13682,10,NA,NA,0,0,0,0,0,"(43.847382, -75.859853)","(44.0607, -75.9928)"
Warren,113,2016,12817,19,NA,NA,0,0,0,0,0,"(43.63599, -73.803616)","(43.555105, -73.838139)"
Lewis,49,2014,13473,12,11,0,NA,NA,NA,NA,NA,"(43.6556, -75.428792)","(43.786397, -75.442617)"
Clinton,19,2005,12918,17,16,0,NA,NA,NA,NA,NA,"(44.672587, -73.664389)","(44.75271, -73.705648)"
Jefferson,45,2004,13624,32,25,6,NA,NA,NA,NA,NA,"(44.239325, -76.08045)","(44.0607, -75.9928)"
Franklin,33,2005,12937,10,NA,NA,0,0,0,0,0,"(44.956408, -74.489215)","(44.594374, -74.31067)"
Essex,31,2013,12912,6,6,0,0,0,0,0,0,"(44.459424, -73.713927)","(44.108971, -73.777573)"
St. Lawrence,89,2012,13648,7,7,0,0,0,0,0,0,"(44.20218, -75.29706)","(44.488113, -75.074311)"
Franklin,33,2001,12917,7,7,0,0,0,0,0,0,"(44.926563, -74.176701)","(44.594374, -74.31067)"
Jefferson,45,2009,13691,32,NA,NA,NA,NA,NA,NA,NA,"(44.197024, -75.7963)","(44.0607, -75.9928)"
Warren,113,2012,12815,13,NA,NA,0,0,0,0,0,"(43.67155, -73.76924)","(43.555105, -73.838139)"
Lewis,49,2020,13620,24,NA,NA,0,0,0,0,0,"(43.888863, -75.459474)","(43.786397, -75.442617)"
Essex,31,2001,12960,6,NA,NA,0,0,0,0,0,"(44.037103, -73.516791)","(44.108971, -73.777573)"
St. Lawrence,89,2003,13658,11,NA,NA,0,0,0,0,0,"(44.725973, -75.323276)","(44.488113, -75.074311)"
Lewis,49,2015,13648,17,16,0,NA,NA,NA,NA,NA,"(44.20218, -75.29706)","(43.786397, -75.442617)"
Lewis,49,2009,13327,15,NA,NA,0,0,0,0,0,"(43.899822, -75.381978)","(43.786397, -75.442617)"
Lewis,49,2015,13433,19,NA,NA,0,0,0,0,0,"(43.588855, -75.279411)","(43.786397, -75.442617)"
Lewis,49,2010,13648,15,NA,NA,0,0,0,0,0,"(44.20218, -75.29706)","(43.786397, -75.442617)"
Jefferson,45,2000,13650,6,NA,NA,0,0,0,0,0,"(43.849649, -76.228306)","(44.0607, -75.9928)"
Jefferson,45,2014,13618,12,NA,NA,0,0,0,0,0,"(44.130167, -76.32961)","(44.0607, -75.9928)"
Essex,31,2013,12996,18,NA,NA,0,0,0,0,0,"(44.37414, -73.4172)","(44.108971, -73.777573)"
Warren,113,2013,12804,178,170,8,0,0,0,0,0,"(43.37136, -73.6761)","(43.555105, -73.838139)"
Franklin,33,2018,12989,12,12,0,0,0,0,0,0,"(44.469526, -74.044265)","(44.594374, -74.31067)"
St. Lawrence,89,2018,13658,20,20,0,0,0,0,0,0,"(44.725973, -75.323276)","(44.488113, -75.074311)"
St. Lawrence,89,2002,13654,18,11,7,0,0,0,0,0,"(44.5821, -75.44016)","(44.488113, -75.074311)"
Franklin,33,2017,12916,27,27,0,0,0,0,0,0,"(44.827852, -74.530013)","(44.594374, -74.31067)"
Warren,113,2015,12801,189,174,15,0,0,0,0,0,"(43.3089, -73.6446)","(43.555105, -73.838139)"
Clinton,19,2008,12979,20,20,0,0,0,0,0,0,"(44.990534, -73.367171)","(44.75271, -73.705648)"
Herkimer,43,2004,13357,90,59,29,NA,NA,NA,NA,NA,"(43.012843, -75.045183)","(43.1631, -74.8741)"
Lewis,49,2018,13489,8,8,0,0,0,0,0,0,"(43.473901, -75.53277)","(43.786397, -75.442617)"
Herkimer,43,2016,13350,107,NA,NA,NA,NA,NA,NA,NA,"(43.030105, -74.984973)","(43.1631, -74.8741)"
Clinton,19,2018,12958,13,13,0,0,0,0,0,0,"(44.961265, -73.581139)","(44.75271, -73.705648)"
Essex,31,2020,12993,11,11,0,0,0,0,0,0,"(44.229722, -73.460833)","(44.108971, -73.777573)"
Lewis,49,2008,13489,6,NA,NA,NA,NA,NA,NA,NA,"(43.473901, -75.53277)","(43.786397, -75.442617)"
Warren,113,2003,12843,10,NA,NA,0,0,0,0,0,"(43.59355, -73.974572)","(43.555105, -73.838139)"
St. Lawrence,89,2014,13617,57,NA,NA,0,0,0,0,0,"(44.58378, -75.14382)","(44.488113, -75.074311)"
Clinton,19,2009,12934,7,NA,NA,0,0,0,0,0,"(44.829883, -73.859154)","(44.75271, -73.705648)"
Lewis,49,2014,13343,15,15,0,0,0,0,0,0,"(43.73778, -75.3279)","(43.786397, -75.442617)"
Jefferson,45,2013,13685,23,23,0,0,0,0,0,0,"(43.943471, -76.111664)","(44.0607, -75.9928)"
St. Lawrence,89,2001,13669,97,71,26,0,0,0,0,0,"(44.66628, -75.49944)","(44.488113, -75.074311)"
Essex,31,2019,12883,40,NA,NA,0,0,0,0,0,"(43.843857, -73.431459)","(44.108971, -73.777573)"
Franklin,33,2002,12983,21,14,6,NA,NA,NA,NA,NA,"(44.31672, -74.13354)","(44.594374, -74.31067)"
St. Lawrence,89,2016,13667,32,NA,NA,NA,NA,NA,NA,NA,"(44.799692, -74.994368)","(44.488113, -75.074311)"
St. Lawrence,89,2012,12967,9,9,0,0,0,0,0,0,"(44.761693, -74.654141)","(44.488113, -75.074311)"
Hamilton,41,2016,12164,7,7,0,0,0,0,0,0,"(43.557902, -74.357613)","(43.657879, -74.502456)"
Franklin,33,2006,12953,84,58,24,NA,NA,NA,NA,NA,"(44.845371, -74.269912)","(44.594374, -74.31067)"
Franklin,33,2008,12966,29,28,0,NA,NA,NA,NA,NA,"(44.81898, -74.415)","(44.594374, -74.31067)"
St. Lawrence,89,2005,13681,13,NA,NA,0,0,0,0,0,"(44.412057, -75.390018)","(44.488113, -75.074311)"
Clinton,19,2016,12934,9,9,0,0,0,0,0,0,"(44.829883, -73.859154)","(44.75271, -73.705648)"
Herkimer,43,2018,13431,14,NA,NA,0,0,0,0,0,"(43.2051, -75.0726)","(43.1631, -74.8741)"
Clinton,19,2005,12972,71,NA,NA,0,0,0,0,0,"(44.57022, -73.54716)","(44.75271, -73.705648)"
Clinton,19,2016,12972,72,NA,NA,NA,NA,NA,NA,NA,"(44.57022, -73.54716)","(44.75271, -73.705648)"
St. Lawrence,89,2001,13613,10,NA,NA,0,0,0,0,0,"(44.860326, -74.725235)","(44.488113, -75.074311)"
Warren,113,2011,12878,7,7,0,0,0,0,0,0,"(43.426602, -73.962388)","(43.555105, -73.838139)"
Lewis,49,2020,13327,20,20,0,0,0,0,0,0,"(43.899822, -75.381978)","(43.786397, -75.442617)"
Clinton,19,2016,12918,23,23,0,0,0,0,0,0,"(44.672587, -73.664389)","(44.75271, -73.705648)"
Jefferson,45,2004,13608,8,NA,NA,NA,NA,NA,NA,NA,"(44.198498, -75.607636)","(44.0607, -75.9928)"
Franklin,33,2017,12926,25,NA,NA,0,0,0,0,0,"(44.94762, -74.3373)","(44.594374, -74.31067)"
Jefferson,45,2010,13661,19,NA,NA,NA,NA,NA,NA,NA,"(43.709861, -76.079638)","(44.0607, -75.9928)"
St. Lawrence,89,2018,13642,93,NA,NA,NA,NA,NA,NA,NA,"(44.30244, -75.41568)","(44.488113, -75.074311)"
Essex,31,2003,12928,8,NA,NA,0,0,0,0,0,"(43.96698, -73.46178)","(44.108971, -73.777573)"
Warren,113,2015,12846,34,NA,NA,0,0,0,0,0,"(43.32678, -73.82022)","(43.555105, -73.838139)"
Clinton,19,2016,12919,39,39,0,0,0,0,0,0,"(44.96514, -73.4343)","(44.75271, -73.705648)"
Essex,31,2005,12883,57,42,14,NA,NA,NA,NA,NA,"(43.843857, -73.431459)","(44.108971, -73.777573)"
Clinton,19,2017,12912,12,12,0,0,0,0,0,0,"(44.459424, -73.713927)","(44.75271, -73.705648)"
Essex,31,2018,12946,44,NA,NA,0,0,0,0,0,"(44.281966, -73.988816)","(44.108971, -73.777573)"
Clinton,19,2017,12921,23,23,0,0,0,0,0,0,"(44.889987, -73.466593)","(44.75271, -73.705648)"
Herkimer,43,2013,13329,25,NA,NA,NA,NA,NA,NA,NA,"(43.1037, -74.74098)","(43.1631, -74.8741)"
Jefferson,45,2009,13603,183,NA,NA,0,0,0,0,0,"(44.04216, -75.79152)","(44.0607, -75.9928)"
Warren,113,2009,12853,9,NA,NA,0,0,0,0,0,"(43.721592, -73.920875)","(43.555105, -73.838139)"
Franklin,33,2007,13655,57,NA,NA,0,0,0,0,0,"(44.982946, -74.655861)","(44.594374, -74.31067)"
Warren,113,2007,12885,58,45,13,0,0,0,0,0,"(43.500656, -73.787701)","(43.555105, -73.838139)"
St. Lawrence,89,2011,13690,11,11,0,0,0,0,0,0,"(44.153984, -75.02951)","(44.488113, -75.074311)"
Clinton,19,2003,12979,16,NA,NA,NA,NA,NA,NA,NA,"(44.990534, -73.367171)","(44.75271, -73.705648)"
Clinton,19,2002,12985,7,NA,NA,0,0,0,0,0,"(44.57898, -73.71612)","(44.75271, -73.705648)"
Clinton,19,2007,12944,16,16,0,0,0,0,0,0,"(44.493052, -73.480994)","(44.75271, -73.705648)"
Jefferson,45,2020,13602,119,NA,NA,0,0,0,0,0,"(44.054057, -75.750531)","(44.0607, -75.9928)"
Franklin,33,2007,12920,16,NA,NA,0,0,0,0,0,"(44.92315, -74.082893)","(44.594374, -74.31067)"
Warren,113,2005,12846,22,NA,NA,0,0,0,0,0,"(43.32678, -73.82022)","(43.555105, -73.838139)"
Franklin,33,2007,12926,13,NA,NA,0,0,0,0,0,"(44.94762, -74.3373)","(44.594374, -74.31067)"
Essex,31,2008,12956,6,NA,NA,0,0,0,0,0,"(44.078155, -73.517787)","(44.108971, -73.777573)"
Herkimer,43,2018,13502,12,NA,NA,0,0,0,0,0,"(43.12746, -75.21426)","(43.1631, -74.8741)"
Jefferson,45,2010,13616,38,38,0,0,0,0,0,0,"(44.02437, -75.858123)","(44.0607, -75.9928)"
Clinton,19,2008,12981,28,28,0,0,0,0,0,0,"(44.679046, -73.824306)","(44.75271, -73.705648)"
Clinton,19,2013,12901,255,248,7,0,0,0,0,0,"(44.72796, -73.4631)","(44.75271, -73.705648)"
Lewis,49,2013,13626,25,25,0,0,0,0,0,0,"(43.895883, -75.707121)","(43.786397, -75.442617)"
Essex,31,2007,12974,39,29,9,NA,NA,NA,NA,NA,"(44.045341, -73.465362)","(44.108971, -73.777573)"
Jefferson,45,2012,13650,6,NA,NA,NA,NA,NA,NA,NA,"(43.849649, -76.228306)","(44.0607, -75.9928)"
Warren,113,2001,12817,9,NA,NA,0,0,0,0,0,"(43.63599, -73.803616)","(43.555105, -73.838139)"
Jefferson,45,2016,13624,21,21,0,0,0,0,0,0,"(44.239325, -76.08045)","(44.0607, -75.9928)"
Jefferson,45,2016,13637,118,NA,NA,NA,NA,NA,NA,NA,"(44.090947, -75.804665)","(44.0607, -75.9928)"
Essex,31,2008,12870,7,7,0,0,0,0,0,0,"(43.8396, -73.76022)","(44.108971, -73.777573)"
Lewis,49,2018,13626,17,17,0,0,0,0,0,0,"(43.895883, -75.707121)","(43.786397, -75.442617)"
Jefferson,45,2005,13673,24,NA,NA,0,0,0,0,0,"(44.157023, -75.711455)","(44.0607, -75.9928)"
Clinton,19,2011,12972,8,8,0,0,0,0,0,0,"(44.57022, -73.54716)","(44.75271, -73.705648)"
Hamilton,41,2006,12842,6,NA,NA,0,0,0,0,0,"(43.746756, -74.262085)","(43.657879, -74.502456)"
Warren,113,2016,12846,33,NA,NA,0,0,0,0,0,"(43.32678, -73.82022)","(43.555105, -73.838139)"
St. Lawrence,89,2015,13642,147,138,9,0,0,0,0,0,"(44.30244, -75.41568)","(44.488113, -75.074311)"
Clinton,19,2020,12985,14,14,0,0,0,0,0,0,"(44.57898, -73.71612)","(44.75271, -73.705648)"
Essex,31,2002,12944,20,NA,NA,NA,NA,NA,NA,NA,"(44.493052, -73.480994)","(44.108971, -73.777573)"
Clinton,19,2002,12944,15,NA,NA,0,0,0,0,0,"(44.493052, -73.480994)","(44.75271, -73.705648)"
Essex,31,2018,12983,16,16,0,0,0,0,0,0,"(44.31672, -74.13354)","(44.108971, -73.777573)"
Jefferson,45,2003,13605,40,NA,NA,0,0,0,0,0,"(43.8231, -76.03686)","(44.0607, -75.9928)"
St. Lawrence,89,2014,13660,19,18,0,NA,NA,NA,NA,NA,"(44.749316, -75.132378)","(44.488113, -75.074311)"
Jefferson,45,2004,13619,72,55,16,NA,NA,NA,NA,NA,"(43.980552, -75.620903)","(44.0607, -75.9928)"
Lewis,49,2019,13473,12,NA,NA,0,0,0,0,0,"(43.6556, -75.428792)","(43.786397, -75.442617)"
Essex,31,2008,12946,31,NA,NA,0,0,0,0,0,"(44.281966, -73.988816)","(44.108971, -73.777573)"
St. Lawrence,89,2006,13652,12,NA,NA,0,0,0,0,0,"(44.472545, -75.234487)","(44.488113, -75.074311)"
St. Lawrence,89,2006,13654,17,NA,NA,0,0,0,0,0,"(44.5821, -75.44016)","(44.488113, -75.074311)"
St. Lawrence,89,2007,13694,7,NA,NA,0,0,0,0,0,"(44.863217, -75.200794)","(44.488113, -75.074311)"
Herkimer,43,2019,13324,14,NA,NA,0,0,0,0,0,"(43.32077, -74.963299)","(43.1631, -74.8741)"
Jefferson,45,2012,13691,38,NA,NA,0,0,0,0,0,"(44.197024, -75.7963)","(44.0607, -75.9928)"
Lewis,49,2015,13620,28,28,0,0,0,0,0,0,"(43.888863, -75.459474)","(43.786397, -75.442617)"
Lewis,49,2019,13368,15,14,0,NA,NA,NA,NA,NA,"(43.63092, -75.34848)","(43.786397, -75.442617)"
Lewis,49,2013,13367,81,71,8,NA,NA,NA,NA,NA,"(43.7871, -75.47691)","(43.786397, -75.442617)"
St. Lawrence,89,2020,13613,19,19,0,0,0,0,0,0,"(44.860326, -74.725235)","(44.488113, -75.074311)"
Jefferson,45,2013,13602,112,NA,NA,0,0,0,0,0,"(44.054057, -75.750531)","(44.0607, -75.9928)"
Herkimer,43,2015,13361,7,7,0,0,0,0,0,0,"(42.89477, -74.81734)","(43.1631, -74.8741)"
Franklin,33,2013,12986,43,43,0,0,0,0,0,0,"(44.23505, -74.46496)","(44.594374, -74.31067)"
Lewis,49,2018,13309,16,NA,NA,0,0,0,0,0,"(43.45308, -75.336)","(43.786397, -75.442617)"
Jefferson,45,2017,13601,595,552,32,NA,NA,11,0.018,18,"(43.98444, -75.90054)","(44.0607, -75.9928)"
Essex,31,2019,12913,9,9,0,0,0,0,0,0,"(44.398502, -74.070744)","(44.108971, -73.777573)"
Clinton,19,2013,12903,8,8,0,0,0,0,0,0,"(44.707491, -73.475457)","(44.75271, -73.705648)"
Warren,113,2015,12810,6,6,0,0,0,0,0,0,"(43.491212, -73.896855)","(43.555105, -73.838139)"
Herkimer,43,2014,13491,16,16,0,0,0,0,0,0,"(42.881365, -75.189026)","(43.1631, -74.8741)"
St. Lawrence,89,2005,13648,7,NA,NA,0,0,0,0,0,"(44.20218, -75.29706)","(44.488113, -75.074311)"
Essex,31,2009,12870,22,NA,NA,0,0,0,0,0,"(43.8396, -73.76022)","(44.108971, -73.777573)"
Jefferson,45,2015,13673,40,40,0,0,0,0,0,0,"(44.157023, -75.711455)","(44.0607, -75.9928)"
Warren,113,2002,12885,38,30,8,0,0,0,0,0,"(43.500656, -73.787701)","(43.555105, -73.838139)"
Herkimer,43,2001,13431,16,NA,NA,0,0,0,0,0,"(43.2051, -75.0726)","(43.1631, -74.8741)"
St. Lawrence,89,2016,13646,18,NA,NA,0,0,0,0,0,"(44.4501, -75.6864)","(44.488113, -75.074311)"
St. Lawrence,89,2011,13662,143,NA,NA,0,0,0,0,0,"(44.91816, -74.93598)","(44.488113, -75.074311)"
Essex,31,2020,12932,15,15,0,0,0,0,0,0,"(44.226627, -73.624732)","(44.108971, -73.777573)"
Herkimer,43,2009,13322,7,7,0,0,0,0,0,0,"(42.97391, -75.243398)","(43.1631, -74.8741)"
Herkimer,43,2001,13340,66,58,8,0,0,0,0,0,"(43.040165, -75.082322)","(43.1631, -74.8741)"
Essex,31,2016,12936,6,6,0,0,0,0,0,0,"(44.261839, -73.374299)","(44.108971, -73.777573)"
Clinton,19,2004,12959,14,NA,NA,0,0,0,0,0,"(44.965896, -73.694298)","(44.75271, -73.705648)"
Herkimer,43,2005,13491,23,16,7,0,0,0,0,0,"(42.881365, -75.189026)","(43.1631, -74.8741)"
Jefferson,45,2010,13618,16,NA,NA,0,0,0,0,0,"(44.130167, -76.32961)","(44.0607, -75.9928)"
St. Lawrence,89,2012,13684,15,NA,NA,0,0,0,0,0,"(44.37588, -75.06918)","(44.488113, -75.074311)"
Jefferson,45,2019,13656,23,23,0,0,0,0,0,0,"(44.19102, -75.95556)","(44.0607, -75.9928)"
St. Lawrence,89,2006,13669,162,119,39,NA,NA,NA,NA,NA,"(44.66628, -75.49944)","(44.488113, -75.074311)"
St. Lawrence,89,2012,13652,15,NA,NA,0,0,0,0,0,"(44.472545, -75.234487)","(44.488113, -75.074311)"
Clinton,19,2013,12958,26,NA,NA,0,0,0,0,0,"(44.961265, -73.581139)","(44.75271, -73.705648)"
St. Lawrence,89,2008,13660,125,112,13,0,0,0,0,0,"(44.749316, -75.132378)","(44.488113, -75.074311)"
Herkimer,43,2002,13454,7,NA,NA,0,0,0,0,0,"(43.231609, -74.791568)","(43.1631, -74.8741)"
Lewis,49,2013,13325,12,NA,NA,NA,NA,NA,NA,NA,"(43.577189, -75.564678)","(43.786397, -75.442617)"
St. Lawrence,89,2016,13621,9,9,0,0,0,0,0,0,"(44.859073, -75.069656)","(44.488113, -75.074311)"
St. Lawrence,89,2016,12967,12,NA,NA,0,0,0,0,0,"(44.761693, -74.654141)","(44.488113, -75.074311)"
Herkimer,43,2002,13502,9,NA,NA,0,0,0,0,0,"(43.12746, -75.21426)","(43.1631, -74.8741)"
St. Lawrence,89,2005,13646,29,19,8,NA,NA,NA,NA,NA,"(44.4501, -75.6864)","(44.488113, -75.074311)"
Herkimer,43,2012,13439,11,11,0,0,0,0,0,0,"(42.85141, -74.988541)","(43.1631, -74.8741)"
St. Lawrence,89,2018,13660,17,NA,NA,NA,NA,NA,NA,NA,"(44.749316, -75.132378)","(44.488113, -75.074311)"
Clinton,19,2009,12918,10,10,0,0,0,0,0,0,"(44.672587, -73.664389)","(44.75271, -73.705648)"
St. Lawrence,89,2016,13662,178,169,7,NA,NA,NA,NA,NA,"(44.91816, -74.93598)","(44.488113, -75.074311)"
Lewis,49,2019,13367,92,NA,NA,NA,NA,NA,NA,NA,"(43.7871, -75.47691)","(43.786397, -75.442617)"
Jefferson,45,2003,13607,6,NA,NA,NA,NA,NA,NA,NA,"(44.331922, -75.917693)","(44.0607, -75.9928)"
Jefferson,45,2008,13624,35,NA,NA,0,0,0,0,0,"(44.239325, -76.08045)","(44.0607, -75.9928)"
Jefferson,45,2014,13606,32,32,0,0,0,0,0,0,"(43.858497, -76.009224)","(44.0607, -75.9928)"
Essex,31,2017,12996,13,NA,NA,0,0,0,0,0,"(44.37414, -73.4172)","(44.108971, -73.777573)"
Jefferson,45,2016,13685,18,NA,NA,0,0,0,0,0,"(43.943471, -76.111664)","(44.0607, -75.9928)"
Franklin,33,2007,12916,12,NA,NA,0,0,0,0,0,"(44.827852, -74.530013)","(44.594374, -74.31067)"
St. Lawrence,89,2014,13648,8,8,0,0,0,0,0,0,"(44.20218, -75.29706)","(44.488113, -75.074311)"
Warren,113,2008,12810,6,NA,NA,0,0,0,0,0,"(43.491212, -73.896855)","(43.555105, -73.838139)"
Clinton,19,2003,12935,15,15,0,0,0,0,0,0,"(44.9268, -73.80012)","(44.75271, -73.705648)"
Warren,113,2020,12860,6,NA,NA,0,0,0,0,0,"(43.697539, -73.757282)","(43.555105, -73.838139)"
St. Lawrence,89,2010,13680,10,10,0,0,0,0,0,0,"(44.591957, -75.320308)","(44.488113, -75.074311)"
Franklin,33,2006,12957,10,NA,NA,0,0,0,0,0,"(44.86812, -74.56398)","(44.594374, -74.31067)"
